DATE,ID,SONG,ARTIST,ALBUM
2021-10-29 : 8,8,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-10-29 : 9,9,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-10-30 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-10-30 : 10,10,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-10-30 : 11,11,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-10-30 : 12,12,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-10-30 : 13,13,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-10-30 : 14,14,love nwantiti (feat. Axel & DJ Yo) [Remix],"
 
 CKay 
 ","
 

 love nwantiti (feat. Axel & Dj Yo!) [Remix] - Single


 "
2021-10-30 : 15,15,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-10-30 : 16,16,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-10-30 : 17,17,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-10-30 : 18,18,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-10-30 : 19,19,Moth To A Flame,"
 
 スウェディッシュ・ハウス・マフィア、 ザ・ウィークエンド 
 ","
 

 Moth To A Flame - Single


 "
2021-10-30 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-10-30 : 20,20,Pissed Me Off,"
 
 Lil Durk 
 ","
 

 Pissed Me Off - Single


 "
2021-10-30 : 21,21,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-10-30 : 22,22,Wfm,"
 
 Realestk 
 ","
 

 Wfm - Single


 "
2021-10-30 : 23,23,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-10-30 : 24,24,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-10-30 : 25,25,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-10-30 : 3,3,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-10-30 : 4,4,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-10-30 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-10-30 : 6,6,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-10-30 : 7,7,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-10-30 : 8,8,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-10-30 : 9,9,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-10-31 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-10-31 : 10,10,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-10-31 : 11,11,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-10-31 : 12,12,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-10-31 : 13,13,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-10-31 : 14,14,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-10-31 : 15,15,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-10-31 : 16,16,love nwantiti (feat. Axel & DJ Yo) [Remix],"
 
 CKay 
 ","
 

 love nwantiti (feat. Axel & Dj Yo!) [Remix] - Single


 "
2021-10-31 : 17,17,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-10-31 : 18,18,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-10-31 : 19,19,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-10-31 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-10-31 : 20,20,Pissed Me Off,"
 
 Lil Durk 
 ","
 

 Pissed Me Off - Single


 "
2021-10-31 : 21,21,Moth To A Flame,"
 
 スウェディッシュ・ハウス・マフィア、 ザ・ウィークエンド 
 ","
 

 Moth To A Flame - Single


 "
2021-10-31 : 22,22,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-10-31 : 23,23,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-10-31 : 24,24,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-10-31 : 25,25,Wfm,"
 
 Realestk 
 ","
 

 Wfm - Single


 "
2021-10-31 : 3,3,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-10-31 : 4,4,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-10-31 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-10-31 : 6,6,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-10-31 : 7,7,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-10-31 : 8,8,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-10-31 : 9,9,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-01 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-01 : 10,10,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-01 : 11,11,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-01 : 12,12,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-01 : 13,13,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-01 : 14,14,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-01 : 15,15,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-01 : 16,16,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-01 : 17,17,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-01 : 18,18,love nwantiti (feat. Axel & DJ Yo) [Remix],"
 
 CKay 
 ","
 

 love nwantiti (feat. Axel & Dj Yo!) [Remix] - Single


 "
2021-11-01 : 19,19,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-01 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-01 : 20,20,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-01 : 21,21,Pissed Me Off,"
 
 Lil Durk 
 ","
 

 Pissed Me Off - Single


 "
2021-11-01 : 22,22,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-01 : 23,23,Dictadura,"
 
 アヌエルAA 
 ","
 

 Dictadura - Single


 "
2021-11-01 : 24,24,Shivers,"
 
 エド・シーラン 
 ","
 

 =


 "
2021-11-01 : 25,25,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-11-01 : 3,3,Rap Freaks,"
 
 Yung Miami 
 ","
 

 Rap Freaks - Single


 "
2021-11-01 : 4,4,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-01 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-01 : 6,6,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-01 : 7,7,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-01 : 8,8,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-01 : 9,9,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-02 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-02 : 10,10,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-02 : 11,11,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-02 : 12,12,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-02 : 13,13,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-02 : 14,14,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-02 : 15,15,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-02 : 16,16,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-02 : 17,17,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-02 : 18,18,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-02 : 19,19,Taken For Granted,"
 
 J.I the Prince of N.Y 
 ","
 

 Taken For Granted - Single


 "
2021-11-02 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-02 : 20,20,Dictadura,"
 
 アヌエルAA 
 ","
 

 Dictadura - Single


 "
2021-11-02 : 21,21,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-02 : 22,22,Shivers,"
 
 エド・シーラン 
 ","
 

 =


 "
2021-11-02 : 23,23,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-02 : 24,24,Demon High,"
 
 リル・ウージー・ヴァート 
 ","
 

 Demon High - Single


 "
2021-11-02 : 25,25,Pissed Me Off,"
 
 Lil Durk 
 ","
 

 Pissed Me Off - Single


 "
2021-11-02 : 3,3,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-02 : 4,4,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-02 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-02 : 6,6,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-02 : 7,7,Rap Freaks,"
 
 Yung Miami 
 ","
 

 Rap Freaks - Single


 "
2021-11-02 : 8,8,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-02 : 9,9,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-03 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-03 : 10,10,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-03 : 11,11,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-03 : 12,12,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-03 : 13,13,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-03 : 14,14,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-03 : 15,15,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-03 : 16,16,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-03 : 17,17,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-03 : 18,18,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-03 : 19,19,Dictadura,"
 
 アヌエルAA 
 ","
 

 Dictadura - Single


 "
2021-11-03 : 2,2,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-03 : 20,20,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-03 : 21,21,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-11-03 : 22,22,Taken For Granted,"
 
 J.I the Prince of N.Y 
 ","
 

 Taken For Granted - Single


 "
2021-11-03 : 23,23,Rap Freaks,"
 
 Yung Miami 
 ","
 

 Rap Freaks - Single


 "
2021-11-03 : 24,24,Shivers,"
 
 エド・シーラン 
 ","
 

 =


 "
2021-11-03 : 25,25,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-11-03 : 3,3,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-03 : 4,4,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-03 : 5,5,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-03 : 6,6,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-03 : 7,7,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-03 : 8,8,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-03 : 9,9,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-04 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-04 : 10,10,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-04 : 11,11,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-04 : 12,12,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-04 : 13,13,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-04 : 14,14,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-04 : 15,15,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-04 : 16,16,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-04 : 17,17,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-04 : 18,18,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-04 : 19,19,Shivers,"
 
 エド・シーラン 
 ","
 

 =


 "
2021-11-04 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-04 : 20,20,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-11-04 : 21,21,Taken For Granted,"
 
 J.I the Prince of N.Y 
 ","
 

 Taken For Granted - Single


 "
2021-11-04 : 22,22,Dictadura,"
 
 アヌエルAA 
 ","
 

 Dictadura - Single


 "
2021-11-04 : 23,23,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-11-04 : 24,24,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-04 : 25,25,Pissed Me Off,"
 
 Lil Durk 
 ","
 

 Pissed Me Off - Single


 "
2021-11-04 : 3,3,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-04 : 4,4,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-04 : 5,5,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-04 : 6,6,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-04 : 7,7,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-04 : 8,8,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-04 : 9,9,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-05 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-05 : 10,10,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-05 : 11,11,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-05 : 12,12,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-05 : 13,13,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-05 : 14,14,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-05 : 15,15,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-05 : 16,16,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-05 : 17,17,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-05 : 18,18,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-05 : 19,19,Shivers,"
 
 エド・シーラン 
 ","
 

 =


 "
2021-11-05 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-05 : 20,20,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-11-05 : 21,21,Dictadura,"
 
 アヌエルAA 
 ","
 

 Dictadura - Single


 "
2021-11-05 : 22,22,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-11-05 : 23,23,Taken For Granted,"
 
 J.I the Prince of N.Y 
 ","
 

 Taken For Granted - Single


 "
2021-11-05 : 24,24,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-05 : 25,25,Pissed Me Off,"
 
 Lil Durk 
 ","
 

 Pissed Me Off - Single


 "
2021-11-05 : 3,3,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-05 : 4,4,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-05 : 5,5,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-05 : 6,6,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-05 : 7,7,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-05 : 8,8,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-05 : 9,9,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-06 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-06 : 10,10,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-06 : 11,11,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-06 : 12,12,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-06 : 13,13,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-06 : 14,14,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-06 : 15,15,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-06 : 16,16,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-06 : 17,17,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-06 : 18,18,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-06 : 19,19,Sad Girlz Luv Money Remix (feat. Kali Uchis),"
 
 Amaarae、 Moliy 
 ","
 

 Sad Girlz Luv Money Remix (feat. Kali Uchis) - Single


 "
2021-11-06 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-06 : 20,20,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-11-06 : 21,21,Shivers,"
 
 エド・シーラン 
 ","
 

 =


 "
2021-11-06 : 22,22,Taken For Granted,"
 
 J.I the Prince of N.Y 
 ","
 

 Taken For Granted - Single


 "
2021-11-06 : 23,23,Too Easy,"
 
 ガンナ、 フューチャー 
 ","
 

 Too Easy - Single


 "
2021-11-06 : 24,24,Dictadura,"
 
 アヌエルAA 
 ","
 

 Dictadura - Single


 "
2021-11-06 : 25,25,Hot (feat. Moneybagg Yo),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-06 : 3,3,Girls Want Girls (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-06 : 4,4,Is Ya Ready,"
 
 Kay Flock 
 ","
 

 Is Ya Ready - Single


 "
2021-11-06 : 5,5,Being Honest,"
 
 Kay Flock 
 ","
 

 Being Honest - Single


 "
2021-11-06 : 6,6,Way 2 Sexy (feat. Future & Young Thug),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-06 : 7,7,Sharing Locations (feat. Lil Baby & Lil Durk),"
 
 ミーク・ミル 
 ","
 

 Expensive Pain


 "
2021-11-06 : 8,8,Fair Trade (feat. Travis Scott),"
 
 ドレイク 
 ","
 

 Certified Lover Boy


 "
2021-11-06 : 9,9,IYKYK,"
 
 B-Lovee 
 ","
 

 IYKYK - Single


 "
2021-11-07 : 1,1,Not in the Mood,"
 
 Lil Tjay、 Fivio Foreign、 Kay Flock 
 ","
 

 Not in the Mood - Single


 "
2021-11-07 : 10,10,Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix],"
 
 CKay 
 ","
 

 Love Nwantiti (ah ah ah) [feat. Joeboy & Kuami Eugene] [Remix] - Single


 "
2021-11-07 : 11,11,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","
 
 Nardo Wick 
 ","
 

 Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage) - Single


 "
2021-11-07 : 12,12,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-11-07 : 13,13,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-11-07 : 14,14,Better Days,"
 
 NEIKED、 Mae Muller、 Polo G 
 ","
 

 Better Days - Single


 "
2021-11-07 : 15,15,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-11-07 : 16,16,Sad Girlz Luv Money Remix (feat. Kali Uchis),"
 
 Amaarae、 Moliy 
 ","
 

 Sad Girlz Luv Money Remix (feat. Kali Uchis) - Single


 "
2021-11-07 : 17,17,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-11-07 : 18,18,Bubbly (with Drake & Travis Scott),"
 
 ヤング・サグ 
 ","
 

 Punk


 "
2021-11-07 : 19,19,Lo Siento BB:/,"
 
 Tainy、 バッド・バニー、 Julieta Venegas 
 ","
 

 Lo Siento BB:/ - Single


 "
2021-11-07 : 2,2,Easy On Me,"
 
 アデル 
 ","
 

 30


 "
2021-11-07 : 20,20,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
